Price,Adj Close,Close,High,Low,Open,Volume
Ticker,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS
Date,,,,,,
2010-01-04 00:00:00+00:00,58.385345458984375,84.55000305175781,85.0,83.44999694824219,84.33333587646484,5161635
2010-01-05 00:00:00+00:00,58.960792541503906,85.38333129882812,85.58333587646484,84.23332977294922,84.93333435058594,10767225
2010-01-06 00:00:00+00:00,59.098899841308594,85.58333587646484,86.23332977294922,84.53333282470703,86.23332977294922,7529979
2010-01-07 00:00:00+00:00,58.914764404296875,85.31666564941406,86.16666412353516,84.56666564941406,85.66666412353516,4987434
2010-01-08 00:00:00+00:00,59.0413703918457,85.5,86.16666412353516,85.11666870117188,85.11666870117188,4881351
2010-01-11 00:00:00+00:00,59.064369201660156,85.53333282470703,86.5,85.33333587646484,85.83333587646484,7201263
2010-01-12 00:00:00+00:00,57.55669403076172,83.3499984741211,85.58333587646484,83.03333282470703,85.58333587646484,15514101
2010-01-13 00:00:00+00:00,57.30349349975586,82.98332977294922,83.91666412353516,82.33333587646484,83.0,12476064
2010-01-14 00:00:00+00:00,57.11933898925781,82.71666717529297,83.63333129882812,82.33333587646484,83.5,12324480
2010-01-15 00:00:00+00:00,58.17818069458008,84.25,84.4000015258789,82.36666870117188,83.3499984741211,7839831
2010-01-18 00:00:00+00:00,57.67177200317383,83.51666259765625,84.76666259765625,83.33333587646484,84.26666259765625,5642286
2010-01-19 00:00:00+00:00,57.52217102050781,83.30000305175781,83.80000305175781,82.76666259765625,83.80000305175781,6295626
2010-01-20 00:00:00+00:00,56.87766647338867,82.36666870117188,83.83333587646484,82.08333587646484,83.33333587646484,10432659
2010-01-21 00:00:00+00:00,56.279178619384766,81.5,83.38333129882812,80.83333587646484,82.5,11734698
2010-01-22 00:00:00+00:00,57.33802032470703,83.03333282470703,84.56666564941406,80.41666412353516,81.0,46258872
2010-01-25 00:00:00+00:00,58.719093322753906,85.03333282470703,85.43333435058594,82.51666259765625,83.33333587646484,15803928
2010-01-27 00:00:00+00:00,58.903255462646484,85.30000305175781,86.3499984741211,84.33333587646484,84.5,35549841
2010-01-28 00:00:00+00:00,58.52345657348633,84.75,85.66666412353516,82.8499984741211,85.56666564941406,19603176
2010-01-29 00:00:00+00:00,57.57969665527344,83.38333129882812,85.58333587646484,83.03333282470703,84.5,15766656
2010-02-01 00:00:00+00:00,56.73954772949219,82.16666412353516,84.18333435058594,81.9000015258789,83.33333587646484,12617925
2010-02-02 00:00:00+00:00,56.25616455078125,81.46666717529297,83.3499984741211,81.01666259765625,83.3499984741211,10822941
2010-02-03 00:00:00+00:00,58.143646240234375,84.19999694824219,84.94999694824219,81.16666412353516,81.66666412353516,13888179
2010-02-04 00:00:00+00:00,58.3162841796875,84.44999694824219,84.91666412353516,83.19999694824219,84.0,12115686
2010-02-05 00:00:00+00:00,57.16538619995117,82.78333282470703,84.43333435058594,82.33333587646484,84.0,18616515
2010-02-08 00:00:00+00:00,56.474849700927734,81.78333282470703,82.73332977294922,80.23332977294922,82.66666412353516,23410362
2010-02-09 00:00:00+00:00,56.14107894897461,81.30000305175781,82.26666259765625,80.91666412353516,81.80000305175781,12081411
2010-02-10 00:00:00+00:00,56.14107894897461,81.30000305175781,82.0,80.69999694824219,81.56666564941406,8559072
2010-02-11 00:00:00+00:00,56.88917922973633,82.38333129882812,82.63333129882812,81.5999984741211,81.68333435058594,6952629
2010-02-15 00:00:00+00:00,57.395572662353516,83.11666870117188,83.33333587646484,81.69999694824219,82.83333587646484,6487740
2010-02-16 00:00:00+00:00,57.57969665527344,83.38333129882812,83.83333587646484,82.69999694824219,83.58333587646484,6122928
2010-02-17 00:00:00+00:00,57.947994232177734,83.91666412353516,84.23332977294922,83.1500015258789,83.5,7889148
2010-02-18 00:00:00+00:00,57.14236831665039,82.75,84.25,82.16666412353516,84.06666564941406,4007403
2010-02-19 00:00:00+00:00,57.199913024902344,82.83333587646484,83.46666717529297,81.93333435058594,83.0999984741211,6003729
2010-02-22 00:00:00+00:00,56.99275207519531,82.53333282470703,83.58333587646484,82.03333282470703,83.25,6519765
2010-02-23 00:00:00+00:00,57.37255096435547,83.08333587646484,83.31666564941406,81.93333435058594,82.53333282470703,7205160
2010-02-24 00:00:00+00:00,57.00426483154297,82.55000305175781,83.48332977294922,82.26666259765625,82.78333282470703,8543616
2010-02-25 00:00:00+00:00,56.99275207519531,82.53333282470703,83.16666412353516,81.9000015258789,82.96666717529297,14311632
