Price,Adj Close,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,,
2010-01-04 00:00:00+00:00,235.45712280273438,326.57501220703125,328.75,324.4125061035156,326.25,4069264
2010-01-05 00:00:00+00:00,236.24578857421875,327.66876220703125,328.8374938964844,325.01251220703125,327.5,6895528
2010-01-06 00:00:00+00:00,232.798583984375,322.88751220703125,335.375,321.88751220703125,335.375,6817288
2010-01-07 00:00:00+00:00,227.5667724609375,315.6312561035156,323.32501220703125,314.7749938964844,323.32501220703125,10892600
2010-01-08 00:00:00+00:00,222.08279418945312,308.0249938964844,315.4125061035156,307.25,314.875,12649312
2010-01-11 00:00:00+00:00,224.37640380859375,311.20623779296875,313.0874938964844,309.25,309.38751220703125,7849656
2010-01-12 00:00:00+00:00,233.1455078125,323.3687438964844,324.25,312.5,312.5,24859680
2010-01-13 00:00:00+00:00,241.84695434570312,335.4375,336.875,309.60626220703125,309.60626220703125,19704040
2010-01-14 00:00:00+00:00,242.41014099121094,336.21875,337.86248779296875,331.2749938964844,334.875,8413904
2010-01-15 00:00:00+00:00,241.15293884277344,334.4750061035156,336.5625,331.76873779296875,336.21875,5049504
2010-01-18 00:00:00+00:00,242.13082885742188,335.83123779296875,336.25,332.0,332.875,6140088
2010-01-19 00:00:00+00:00,237.55711364746094,329.48748779296875,336.0,328.51251220703125,335.0,5837512
2010-01-20 00:00:00+00:00,239.52178955078125,332.2124938964844,334.1499938964844,329.75,331.08123779296875,6091992
2010-01-21 00:00:00+00:00,236.59266662597656,328.1499938964844,333.0874938964844,325.0,330.375,6682792
2010-01-22 00:00:00+00:00,232.12258911132812,321.95001220703125,326.25,319.0,325.0,13486496
2010-01-25 00:00:00+00:00,229.12139892578125,317.7875061035156,321.2437438964844,314.75,318.75,6498712
2010-01-27 00:00:00+00:00,225.5120086669922,312.78125,316.73126220703125,310.64373779296875,316.5,9840856
2010-01-28 00:00:00+00:00,224.56573486328125,311.46875,319.36248779296875,309.9375,314.125,12732872
2010-01-29 00:00:00+00:00,223.10118103027344,309.4375,312.5,300.6000061035156,306.54998779296875,15012280
2010-02-01 00:00:00+00:00,220.9156951904297,306.40625,316.25,298.76251220703125,305.875,12308784
2010-02-02 00:00:00+00:00,219.8972625732422,304.9937438964844,312.625,302.70623779296875,312.625,9889384
2010-02-03 00:00:00+00:00,222.8939208984375,309.1499938964844,312.5,306.25,306.25,6405608
2010-02-04 00:00:00+00:00,218.9149169921875,303.6312561035156,308.75,301.5625,308.125,6176408
2010-02-05 00:00:00+00:00,212.03396606445312,294.0874938964844,299.8062438964844,291.125,298.79998779296875,13544872
2010-02-08 00:00:00+00:00,216.62136840820312,300.45001220703125,305.25,293.0625,296.86248779296875,9252480
2010-02-09 00:00:00+00:00,222.947998046875,309.2250061035156,310.25,299.28125,300.5,10387392
