,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9
0,-0.0032112053808701947,0.003349153974176752,0.0002660163179411441,0.00990395325933955,-0.004463037433814923,0.0017736515356477165,0.00985604041386238,0.009491914138130553,0.0008793685293057837,0.015836423732936162
1,0.005685048191401249,-0.014591717464294196,-0.02261089386449927,0.012153344286685522,0.016157692273402052,-0.011065837245559417,0.0023424311817576483,0.007657195487182046,0.0006736497911301318,-0.010594885541533912
2,-0.0020728030823270738,-0.02247301561437597,-0.02782874307857069,0.011234560895908848,0.016590029698678514,-0.004804080345781014,-0.0031159129790839894,-0.009442911635853823,0.0026048060874022615,0.0078017840463523854
3,0.004342992700443911,-0.024098570911293624,-0.020436780686098697,-0.006172113979175143,-0.002621928612783518,0.006326394766144013,0.0021488691475508525,-0.014045608699850975,0.0013136741307755203,-0.013205835707586329
4,0.0005639928166937284,0.010327875852676655,0.02057734304837206,0.0038445615352946895,-0.01962560280504413,-0.0005064683346815424,0.0003898575989126462,-0.00520623372931925,-0.004023220441162758,0.011998117403124703
5,-0.014844089126005712,0.03908181979182173,0.05019598848108863,-0.03010840033942625,0.0026352154254971135,0.0011625445011620532,-0.025526122722944602,-0.030653352966285675,-0.007581290580079632,-0.02036783087701687
6,0.00133513679826303,0.03732196240765629,0.051329912174636144,-0.012210665138235492,0.003919410126528977,-0.0036027371774033615,-0.004399144665680109,-0.0024917590313070174,-0.0034804836114290774,-0.011947169299813015
7,-0.024571475074404762,0.0023290478852245203,-0.01103292415409359,0.014022170250999385,0.03040607889785514,-0.0028687926850177584,-0.003213447789885822,-0.006364157302473425,-0.0032557143006826123,-0.001099316439359038
8,0.001366944425705754,-0.005186337455850915,0.0148106035644188,-0.0030325084012180377,-0.00976204665372416,-0.010309313142125085,0.01853716883270449,0.008559819015744895,0.0061467417348077275,-0.002043697610685826
9,0.003510116684510246,0.004054807279182436,0.013646686201412307,0.036439895707785754,-0.010128243567763928,0.002150008928221672,-0.008704301511498517,0.024808613546000887,0.04279432333214534,0.01039698480292968
10,-0.007190015283697255,-0.018889696032120627,-0.026801296026970508,0.007865249045082975,-0.013187800604457052,-0.007402949262219696,-0.002594207421125059,0.0024902392400775126,0.007103868511062914,-0.0004677416630063858
11,0.009199416217658848,0.008270438801086931,-0.001665156619241874,0.019451415112078832,-0.006912491162047142,-0.003987853167808219,-0.011204493594148098,0.014384780814629482,-0.012983349721037395,0.034160063634183724
12,-0.004072877589939853,-0.01222861895514939,-0.011226584200556161,-0.035304226694158815,-0.02176334037732763,-0.06837007530834516,-0.010522080288522636,-0.0287601971947552,-0.02531181201964379,-0.02745099841777162
13,0.004673854749878286,-0.01889374311982746,-0.016609418572142497,-0.041037442270145,-0.0001897389120373317,-0.034380933699171855,0.018813899689656827,-0.014072980729323063,-0.02018512375652654,-0.0007754238022443493
14,0.02326032066703058,-0.012929044714056133,-0.0021771635970965998,-0.03902684468901054,-0.01119703697754176,0.012740430913111183,0.02408671231133443,-0.011775821751489272,-0.012163904735883574,0.027161314721613577
15,-0.017427565413058493,-0.015753470502660023,-0.01705901111587228,-0.016771608022660117,-0.013914867017109285,-0.02173843738661101,0.00313606697741122,-0.052359252896430945,-0.035914752302795096,-0.024176570625190397
16,-0.015615974383826755,-0.004196223398940953,-0.0020852789162166215,0.020717648355002588,0.009342604477397655,-0.01820923339834736,-0.00644786673013464,0.0009526520117938255,-0.0024731046170924803,-0.02864656930450269
17,-0.05092048509441054,-0.006521521019363901,-0.007482288901879002,-0.0025611473139608007,0.008725843875406692,-0.005344083024866496,-0.016125884379609146,0.053676753974418,0.023725083017103923,-0.023114948476368524
18,-0.020841943822341096,-0.009796000807917593,0.013515365446955667,0.007767348316004908,-0.0007646503374089801,-0.004635249131499623,-0.014591251708722122,0.006563576772856036,-0.01919002915920473,0.015665739501258023
19,-0.003161222339304531,-0.004609912831463539,-0.010386651137733231,-0.03962040402248072,-0.01731396345936752,-0.01471167915039583,-0.008519232899485401,-0.020100533291749878,-0.012908281685390537,-0.011407453928966946
20,-0.00021142939432478857,0.013627328701570487,0.019704749880682226,0.03415799009608716,0.0064732897522338925,0.038491881709717894,0.033551510915106844,0.024969499654981818,0.027642265424266992,0.00438813239614768
21,-0.02283778374362343,-0.01785132751714251,-0.01892555915927367,-0.03918674801138592,-0.014314081859186251,-0.0036892251367703728,0.002969121247755807,-0.012686925504527281,-0.0036973709277062007,-0.015857632520524058
22,-0.008656134921374476,-0.03143208090466661,-0.02057670496257042,-0.04372204863989909,-0.036746309203813485,-0.014396457730573964,-0.019735514313358984,-0.03698115339714869,-0.026843953956823124,-0.013317964253081184
23,0.03252563566462268,0.021634780269800976,0.0008984442488769869,0.03036437298709877,0.012885851185394544,0.014360920151231738,-0.012079726267091603,0.009020904866376144,-0.003781747197463861,0.02766206728753094
24,-0.016490460450251057,0.02920616921272676,0.015190222507967905,0.007994071555648508,-0.001106285884305013,0.012046113751411368,-0.005909881099920192,0.00875393304348424,0.0027114187704126696,0.015566669942781466
25,-0.010748065066203856,-0.002769058744054513,-0.0038768095306333126,-0.022178909509054854,-0.008205354159927722,-0.01754629719657371,0.0,-0.015509599274317236,0.013934416281997075,0.006865756855214115
26,0.014341537181377461,0.012768803836103996,0.01420186342677194,0.010791085922345697,0.03050452798728541,0.008285739392732267,0.013325070189488628,0.03282065735542216,0.0027925533315542343,-0.002537274883437961
27,-0.015638363290202954,8.003008896824799e-05,0.0046452297701989834,-0.010335884281392578,-0.005073194391591819,-0.010392857407037555,0.008901526446942568,-0.010532046871093317,0.00988737046859091,-0.09189186104689102
28,0.032208896176210554,0.017129270006165438,0.01608255660036113,0.01662769737936331,0.007673313117294772,0.008827279180983659,0.00320829265444911,0.01847432732208708,-0.004585484389478263,-0.04901959854420909
29,0.014336956537125346,-0.008971275951199347,0.0006595000776876923,0.02493918966134728,0.014541860237840844,0.019782819204910373,0.006396156358825241,0.010210833143213279,0.03084538004159122,0.02779821891274273
30,0.008106409991699802,0.005955571667996266,0.00019767135580345241,-0.008968002364614243,-0.03365455481108143,0.0013226181299936426,-0.01390265134726626,-0.0010702109904401538,0.01678793900059655,0.009851322827633147
31,-0.006185567010309278,-0.000493359401724638,-0.010872430327780834,-0.02854482914177075,-0.014632175210921982,0.0014902708199764012,0.001007080078125,-0.00773757134308318,0.0060282072139476615,-0.010996815325260718
32,0.021369269280018154,0.014196097259057662,0.008926803432151114,-0.018972569295804795,-0.005339690602519317,0.008860697412087823,-0.003621767113245663,-0.002339442941544433,0.0015939800072839346,-0.006814914316372512
33,-0.005078204472861671,0.005042128479171313,0.00640472180381314,-0.014801419059877093,-0.0026586150314649535,-0.0013074138837779032,0.00666401116898995,0.019420442519020253,0.002593436472408358,0.011556497378606548
34,-0.011229073370913943,-0.0019370084474565178,0.004264532350235611,0.0034724856486712365,0.00353715926729979,0.00775380254848005,-0.0064192514549492145,-0.0077853930527612735,-0.00029396266880427253,-0.014816143254894857
35,-0.028701206373819736,0.0159337220238758,0.0011759645165905419,0.031002842100326625,-0.01604006917622109,0.022949049408926378,-0.00020194096225931363,0.012423528388219822,-0.005557232033280939,0.0010871879319685402
36,0.004251700735438609,-0.005883869528255054,-0.005807520009176182,0.019590365852220758,0.016457289749702116,0.018689760897479122,-0.061995178506109694,0.02413101501514286,0.008131043048635841,0.011221727499210929
37,-0.007408975540264179,0.015007993835752877,0.001837784768307162,0.006718172657037286,0.004341398814558848,0.013488416396092138,0.04176539300613955,0.028664803350043906,0.023551146705008165,0.03884016189092793
38,0.01983369253913868,0.009560772434683833,0.0072719964677663285,0.013146447228478478,0.042310837385044604,-0.004572901625271882,0.007232836156650718,0.012483965323846437,0.018166699662740482,0.006030359256884997
39,0.018193185837240354,-0.015921219379981248,-0.006308911331300813,0.021209375759321268,-0.01053866670418635,0.0069067881638095125,0.009642997854408792,-0.010953873990536208,0.0025329255848758957,0.0056515994462527416
40,-0.001848416323200273,0.004535369358295761,-0.0017018572935930745,0.034378177192015955,-0.004142025429236954,-0.000975446692274699,-0.005283398610318353,0.003728815522604,0.00160002467243699,0.01651905864247365
41,-0.01748971193415638,0.009048866751940356,0.0001311783691271268,0.013281816721737985,-0.005644653500788479,0.009889771659113783,0.026557679950915018,0.024397006028427374,0.00011213157592676192,-0.01926617641319255
42,-0.011308887741328533,0.00917444751773004,0.007866788913032467,-0.023384615384615386,-0.01369386352620127,-0.008919624613226526,-0.0007960077541977612,0.0015155714931922386,0.015132815693034417,-0.00478301294068474
43,0.015674632071201046,-0.00920283597728431,0.01476515598503809,0.0002520632728812224,0.01857929965126404,-0.008024448019393575,0.012746452536718189,-0.007944664207310197,0.0017944579052189239,-0.011328536748784231
44,-0.04567256287066606,0.008912268937435366,0.014806727740164012,-0.018835847268617204,0.007633190232661126,-0.002252296601933542,0.005506397348589602,0.014218779132111229,0.006889139681680035,0.020659631000839358
45,-0.04108395555024106,-0.0036154051877256214,0.006758510341203189,-0.003402920595906902,0.005066640484853898,-0.00499173719999539,0.010952485957542129,0.006230892192068462,-0.014067200641437889,0.017520004497152877
46,0.028031036127444415,0.010474141962031235,0.026413184604482314,-0.021582271004910336,0.006313641841703649,-0.006997969662007614,0.003482245119556551,-0.013772512873427048,0.006273448343164469,0.0013373500250194155
47,0.0050986206203707364,0.0115132244909764,0.013447432762836185,-0.00289715051373703,0.03881133938174469,0.029218716000263736,0.0017351247099373817,0.007307213209983511,-0.004386075680830472,-0.0156927911318466
48,-0.012351138462507702,0.0021775947295255968,0.014113404351063027,0.007131959591608192,0.0016386692950215419,0.01735239762167842,0.011739841165870176,0.01939815107102593,0.0017178186138786654,0.011024389537925542
49,0.004243020245326442,0.018003888525372998,-0.017663894856036675,-0.010622222432107142,0.0067775951206906545,-0.0068532452869430865,-0.006087115986183322,0.015919024484416254,-0.0037617299247578047,0.006878107131102684
50,0.01823433726232155,-0.005470655569578237,-0.0059937655969088425,-0.010007273736907213,0.014021112154578911,0.0034038203802056063,0.00019134082874233617,-0.007367818671591028,0.010522540457524746,0.03932019154943435
51,-0.0030574228328137214,-0.005392607277536456,0.00816171393910879,-0.004150537581687329,-0.016574348557059877,-0.004286653521877874,0.001148088127129015,-0.02226751905745461,0.009478836704839422,0.014267374721194031
52,0.001095290251916758,0.006564190286967508,0.0012687878916158373,-0.018755058397384828,0.016248400227992763,0.0004955195673659065,-0.002484715399950899,-0.010425068908666372,0.025529296234374194,-0.027501200418642655
